Price,Close,High,Low,Open,Volume
Ticker,BOP,BOP,BOP,BOP,BOP
Date,,,,,
2006-02-13,3.649440050125122,3.649440050125122,3.649440050125122,3.649440050125122,77563
2006-02-14,3.5525500774383545,3.5525500774383545,3.5525500774383545,3.5525500774383545,3406
2006-02-15,3.5525500774383545,3.5525500774383545,3.5525500774383545,3.5525500774383545,24770
2006-02-16,3.6300599575042725,3.6300599575042725,3.6300599575042725,3.6300599575042725,16255
2006-02-17,3.6300599575042725,3.6300599575042725,3.6300599575042725,3.6300599575042725,0
2006-02-21,3.423369884490967,3.423369884490967,3.294189929962158,3.423369884490967,54650
2006-02-22,3.423369884490967,3.5848500728607178,3.3587799072265625,3.423369884490967,56818
2006-02-23,3.48796010017395,3.48796010017395,3.4298300743103027,3.48796010017395,10218
2006-02-24,3.48796010017395,3.48796010017395,3.48796010017395,3.48796010017395,0
2006-02-27,3.48796010017395,3.48796010017395,3.48796010017395,3.48796010017395,0
2006-02-28,3.48796010017395,3.494420051574707,3.48796010017395,3.48796010017395,8669
2006-03-01,3.455670118331909,3.48796010017395,3.455670118331909,3.455670118331909,7431
2006-03-02,3.3910698890686035,3.4685800075531006,3.3910698890686035,3.3910698890686035,43813
2006-03-03,3.3910698890686035,3.3910698890686035,3.3910698890686035,3.3910698890686035,0
2006-03-06,3.261889934539795,3.3135600090026855,3.1585400104522705,3.261889934539795,59759
2006-03-07,3.2295899391174316,3.339400053024292,3.145620107650757,3.2295899391174316,17494
2006-03-08,3.3910698890686035,3.3910698890686035,3.1972999572753906,3.3910698890686035,45671
2006-03-09,3.5590100288391113,3.5590100288391113,3.4039900302886963,3.5590100288391113,13314
2006-03-10,3.5590100288391113,3.5590100288391113,3.5590100288391113,3.5590100288391113,0
2006-03-13,3.7592499256134033,3.804460048675537,3.617150068283081,3.7592499256134033,6037
2006-03-14,3.5848500728607178,3.739870071411133,3.571929931640625,3.5848500728607178,74003
2006-03-15,3.5848500728607178,3.5848500728607178,3.5848500728607178,3.5848500728607178,0
2006-03-16,3.5525500774383545,3.5525500774383545,3.5202600955963135,3.5525500774383545,8515
2006-03-17,3.5525500774383545,3.5525500774383545,3.5525500774383545,3.5525500774383545,0
2006-03-20,3.294189929962158,3.3587799072265625,3.294189929962158,3.294189929962158,0
2006-03-21,3.423369884490967,3.423369884490967,3.423369884490967,3.423369884490967,2167
2006-03-22,3.455670118331909,3.455670118331909,3.326479911804199,3.455670118331909,6502
2006-03-23,3.423369884490967,3.455670118331909,3.3587799072265625,3.423369884490967,47838
2006-03-24,3.423369884490967,3.423369884490967,3.423369884490967,3.423369884490967,0
2006-03-27,3.5525500774383545,3.6042299270629883,3.5202600955963135,3.5525500774383545,8669
2006-03-28,3.649440050125122,3.649440050125122,3.5525500774383545,3.649440050125122,37001
2006-03-29,3.7527899742126465,3.7527899742126465,3.6236000061035156,3.7527899742126465,45826
2006-03-30,3.7463300228118896,3.810920000076294,3.7140300273895264,3.7463300228118896,6037
2006-03-31,3.7463300228118896,3.7463300228118896,3.7463300228118896,3.7463300228118896,0
2006-04-03,3.6817400455474854,3.6817400455474854,3.6817400455474854,3.6817400455474854,6037
2006-04-04,3.617150068283081,3.6817400455474854,3.617150068283081,3.617150068283081,81589
2006-04-05,3.617150068283081,3.617150068283081,3.617150068283081,3.617150068283081,0
2006-04-06,3.6042299270629883,3.617150068283081,3.5525500774383545,3.6042299270629883,4180
2006-04-07,3.6042299270629883,3.6042299270629883,3.6042299270629883,3.6042299270629883,0
2006-04-10,3.6042299270629883,3.6042299270629883,3.6042299270629883,3.6042299270629883,0
2006-04-11,3.617150068283081,3.617150068283081,3.500880002975464,3.617150068283081,73538
2006-04-12,3.6817400455474854,3.720489978790283,3.5525500774383545,3.6817400455474854,106050
2006-04-13,3.6817400455474854,3.7140300273895264,3.571929931640625,3.6817400455474854,98154
2006-04-17,2.4415700435638428,2.512619972229004,2.4415700435638428,2.4415700435638428,13159
2006-04-18,2.3705201148986816,2.3705201148986816,2.3705201148986816,2.3705201148986816,21210
2006-04-19,2.2994699478149414,2.2994699478149414,2.2994699478149414,2.2994699478149414,4799
2006-04-20,2.234879970550537,2.234879970550537,2.234879970550537,2.234879970550537,6347
2006-04-21,2.234879970550537,2.234879970550537,2.234879970550537,2.234879970550537,0
2006-04-24,2.1057000160217285,2.1057000160217285,2.1057000160217285,2.1057000160217285,1703
2006-04-25,2.163830041885376,2.163830041885376,2.047559976577759,2.163830041885376,97999
2006-04-26,2.163830041885376,2.163830041885376,2.0992400646209717,2.163830041885376,60224
2006-04-27,2.1315300464630127,2.1315300464630127,2.0992400646209717,2.1315300464630127,90568
2006-04-28,2.1315300464630127,2.1315300464630127,2.1315300464630127,2.1315300464630127,0
2006-05-02,2.086319923400879,2.086319923400879,2.0152699947357178,2.086319923400879,14398
2006-05-03,2.028179883956909,2.034640073776245,2.028179883956909,2.028179883956909,30344
2006-05-04,2.028179883956909,2.028179883956909,1.9700499773025513,2.028179883956909,45981
2006-05-05,2.028179883956909,2.028179883956909,2.028179883956909,2.028179883956909,0
2006-05-08,1.9377599954605103,1.9377599954605103,1.9119199514389038,1.9377599954605103,140884
2006-05-09,1.8796199560165405,1.8990000486373901,1.8796199560165405,1.8796199560165405,40562
2006-05-10,1.9313000440597534,1.9313000440597534,1.8796199560165405,1.9313000440597534,75086
2006-05-11,1.9829699993133545,1.9829699993133545,1.9829699993133545,1.9829699993133545,11611
2006-05-12,1.9829699993133545,1.9829699993133545,1.9829699993133545,1.9829699993133545,0
2006-05-15,2.0992400646209717,2.0992400646209717,2.0992400646209717,2.0992400646209717,9908
2006-05-16,2.157370090484619,2.157370090484619,2.11860990524292,2.157370090484619,107443
2006-05-17,2.2219600677490234,2.2219600677490234,2.1896700859069824,2.2219600677490234,53102
2006-05-18,2.157370090484619,2.196120023727417,2.157370090484619,2.157370090484619,11146
2006-05-19,2.157370090484619,2.157370090484619,2.157370090484619,2.157370090484619,0
2006-05-22,2.092780113220215,2.092780113220215,2.092780113220215,2.092780113220215,309
2006-05-23,2.1315300464630127,2.150909900665283,2.041100025177002,2.1315300464630127,73848
2006-05-24,2.157370090484619,2.1896700859069824,2.157370090484619,2.157370090484619,2631
2006-05-25,2.1896700859069824,2.2219600677490234,2.092780113220215,2.1896700859069824,61927
2006-05-26,2.1896700859069824,2.1896700859069824,2.1896700859069824,2.1896700859069824,0
2006-05-30,2.008810043334961,2.0152699947357178,2.008810043334961,2.008810043334961,2167
2006-05-31,1.9958900213241577,1.9958900213241577,1.9506800174713135,1.9958900213241577,66417
2006-06-01,1.9506800174713135,1.9958900213241577,1.944219946861267,1.9506800174713135,4954
2006-06-02,1.9506800174713135,1.9506800174713135,1.9506800174713135,1.9506800174713135,0
2006-06-05,1.8408700227737427,1.8408700227737427,1.8408700227737427,1.8408700227737427,7431
2006-06-06,1.8731600046157837,1.8731600046157837,1.7891900539398193,1.8731600046157837,13778
2006-06-07,1.8473299741744995,1.8473299741744995,1.8214900493621826,1.8473299741744995,14552
2006-06-08,1.8408700227737427,1.8990000486373901,1.8344099521636963,1.8408700227737427,63320
2006-06-09,1.8408700227737427,1.8408700227737427,1.8408700227737427,1.8408700227737427,0
2006-06-12,1.8408700227737427,1.8408700227737427,1.8408700227737427,1.8408700227737427,0
2006-06-13,1.7956500053405762,1.7956500053405762,1.6923099756240845,1.7956500053405762,28796
2006-06-14,1.8085700273513794,1.8085700273513794,1.743980050086975,1.8085700273513794,1548
2006-06-15,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-16,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-19,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-20,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-21,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-22,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-23,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-26,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-27,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-28,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-29,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-06-30,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-03,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-05,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-06,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-07,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-10,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-11,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-12,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-13,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-14,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-17,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-18,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-19,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-20,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-21,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-24,1.7633600234985352,1.7827399969100952,1.7181400060653687,1.7633600234985352,23687
2006-07-25,1.743980050086975,1.750440001487732,1.743980050086975,1.743980050086975,5418
2006-07-26,1.6923099756240845,1.6923099756240845,1.6923099756240845,1.6923099756240845,4954
2006-07-27,1.6858500242233276,1.7375199794769287,1.6793899536132812,1.6858500242233276,2786
2006-07-28,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-07-31,1.743980050086975,1.7568999528884888,1.6923099756240845,1.743980050086975,6502
2006-08-01,1.6923099756240845,1.7568999528884888,1.6923099756240845,1.6923099756240845,32511
2006-08-02,1.6923099756240845,1.7052199840545654,1.6793899536132812,1.6923099756240845,15017
2006-08-03,1.7375199794769287,1.7375199794769287,1.7310600280761719,1.7375199794769287,13159
2006-08-04,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-08-07,1.7375199794769287,1.743980050086975,1.7245999574661255,1.7375199794769287,18578
2006-08-08,1.7568999528884888,1.7633600234985352,1.6987700462341309,1.7568999528884888,2322
2006-08-09,1.7891900539398193,1.7956500053405762,1.7375199794769287,1.7891900539398193,35917
2006-08-10,1.750440001487732,1.750440001487732,1.743980050086975,1.750440001487732,4644
2006-08-11,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-08-14,1.8796199560165405,1.8796199560165405,1.8150299787521362,1.8796199560165405,89484
2006-08-15,1.8731600046157837,1.905460000038147,1.8602499961853027,1.8731600046157837,38549
2006-08-16,1.8279500007629395,1.8408700227737427,1.7956500053405762,1.8279500007629395,46755
2006-08-17,1.853790044784546,1.8731600046157837,1.8214900493621826,1.853790044784546,13004
2006-08-18,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-08-21,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-08-22,1.8925399780273438,1.9183800220489502,1.886080026626587,1.8925399780273438,70906
2006-08-23,1.9119199514389038,1.9119199514389038,1.8731600046157837,1.9119199514389038,98928
2006-08-24,2.002350091934204,2.002350091934204,1.924839973449707,2.002350091934204,357630
2006-08-25,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-08-28,2.202579975128174,2.202579975128174,2.196120023727417,2.202579975128174,587535
2006-08-29,2.1767499446868896,2.312390089035034,2.092780113220215,2.1767499446868896,299418
2006-08-30,2.0734000205993652,2.163830041885376,2.0734000205993652,2.0734000205993652,136859
2006-08-31,1.9700499773025513,2.034640073776245,1.9700499773025513,1.9700499773025513,183149
2006-09-01,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-09-05,1.8731600046157837,1.9377599954605103,1.8602499961853027,1.8731600046157837,116268
2006-09-06,1.8602499961853027,1.8925399780273438,1.8408700227737427,1.8602499961853027,43194
2006-09-07,1.9506800174713135,1.9506800174713135,1.8602499961853027,1.9506800174713135,119055
2006-09-08,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-09-11,1.9183800220489502,1.9700499773025513,1.8731600046157837,1.9183800220489502,136394
2006-09-12,2.008810043334961,2.008810043334961,2.008810043334961,2.008810043334961,161320
2006-09-13,1.9700499773025513,2.0669400691986084,1.9377599954605103,1.9700499773025513,70442
2006-09-14,1.9700499773025513,1.9894299507141113,1.924839973449707,1.9700499773025513,61153
2006-09-15,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-09-18,1.8731600046157837,1.8731600046157837,1.8473299741744995,1.8731600046157837,16875
2006-09-19,1.8473299741744995,1.8731600046157837,1.7827399969100952,1.8473299741744995,249566
2006-09-20,1.8279500007629395,1.8731600046157837,1.8279500007629395,1.8279500007629395,352211
2006-09-21,1.8085700273513794,1.8408700227737427,1.7762800455093384,1.8085700273513794,51864
2006-09-22,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-09-25,1.8085700273513794,1.8279500007629395,1.7116800546646118,1.8085700273513794,50780
2006-09-26,1.743980050086975,1.769819974899292,1.743980050086975,1.743980050086975,35453
2006-09-27,1.7633600234985352,1.8214900493621826,1.743980050086975,1.7633600234985352,41800
2006-09-28,1.7633600234985352,1.7956500053405762,1.7633600234985352,1.7633600234985352,44897
2006-09-29,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-10-02,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-10-03,1.7310600280761719,1.769819974899292,1.6923099756240845,1.7310600280761719,23996
2006-10-04,1.7633600234985352,1.7762800455093384,1.7052199840545654,1.7633600234985352,11766
2006-10-05,1.7568999528884888,1.7568999528884888,1.743980050086975,1.7568999528884888,118435
2006-10-06,1.8085700273513794,1.8085700273513794,1.8085700273513794,1.8085700273513794,0
2006-10-09,1.8344099521636963,1.8344099521636963,1.769819974899292,1.8344099521636963,80195
2006-10-10,1.7956500053405762,1.7956500053405762,1.750440001487732,1.7956500053405762,20436
2006-10-11,1.802109956741333,1.8344099521636963,1.7762800455093384,1.802109956741333,8360
2006-10-12,1.8085700273513794,1.8085700273513794,1.7827399969100952,1.8085700273513794,19352
2006-10-16,1.7762800455093384,1.7762800455093384,1.743980050086975,1.7762800455093384,58056
2006-10-17,1.7568999528884888,1.769819974899292,1.743980050086975,1.7568999528884888,36691
2006-10-18,1.8408700227737427,1.8408700227737427,1.8279500007629395,1.8408700227737427,92271
2006-10-19,1.8408700227737427,1.8925399780273438,1.8408700227737427,1.8408700227737427,78183
2006-10-30,1.8408700227737427,1.905460000038147,1.7956500053405762,1.8408700227737427,122616
2006-10-31,1.8279500007629395,1.8344099521636963,1.802109956741333,1.8279500007629395,36382
2006-11-01,1.7956500053405762,1.8150299787521362,1.7956500053405762,1.7956500053405762,54960
2006-11-02,1.8085700273513794,1.8085700273513794,1.7827399969100952,1.8085700273513794,21829
2006-11-06,1.8731600046157837,1.8796199560165405,1.8408700227737427,1.8731600046157837,135930
2006-11-07,1.8408700227737427,1.8731600046157837,1.8408700227737427,1.8408700227737427,95832
2006-11-08,1.7827399969100952,1.8085700273513794,1.7762800455093384,1.7827399969100952,32511
2006-11-13,1.957129955291748,1.957129955291748,1.8731600046157837,1.957129955291748,774091
2006-11-14,2.0152699947357178,2.028179883956909,1.9700499773025513,2.0152699947357178,656738
2006-11-16,2.028179883956909,2.028179883956909,1.9635900259017944,2.028179883956909,154973
2006-11-20,2.1315300464630127,2.1315300464630127,2.0217299461364746,2.1315300464630127,639553
2006-11-21,2.170289993286133,2.170289993286133,2.079859972000122,2.170289993286133,568182
2006-11-22,2.2090399265289307,2.2155001163482666,2.170289993286133,2.2090399265289307,420331
2006-11-27,2.4092800617218018,2.422189950942993,2.357599973678589,2.4092800617218018,813414
2006-11-28,2.4544899463653564,2.467410087585449,2.3834400177001953,2.4544899463653564,708757
2006-11-29,2.422189950942993,2.4480299949645996,2.389899969100952,2.422189950942993,634444
2006-11-30,2.480329990386963,2.480329990386963,2.402820110321045,2.480329990386963,284091
2006-12-04,2.4867899417877197,2.4867899417877197,2.4544899463653564,2.4867899417877197,370325
2006-12-05,2.55784010887146,2.55784010887146,2.467410087585449,2.55784010887146,501920
2006-12-06,2.6805601119995117,2.6805601119995117,2.55784010887146,2.6805601119995117,951357
2006-12-07,2.8097500801086426,2.8097500801086426,2.6999399662017822,2.8097500801086426,1411942
2006-12-11,2.8872599601745605,2.8872599601745605,2.829119920730591,2.8872599601745605,1043939
2006-12-12,2.9130899906158447,2.9130899906158447,2.874340057373047,2.9130899906158447,657977
2006-12-13,2.938930034637451,2.9583098888397217,2.9130899906158447,2.938930034637451,574375
2006-12-14,2.984139919281006,2.984139919281006,2.938930034637451,2.984139919281006,455784
2006-12-18,2.8485000133514404,2.8549599647521973,2.719320058822632,2.8485000133514404,530252
2006-12-19,2.790369987487793,2.829119920730591,2.7774500846862793,2.790369987487793,429620
2006-12-20,2.86788010597229,2.86788010597229,2.8032898902893066,2.86788010597229,225105
2006-12-21,2.9260098934173584,2.9260098934173584,2.874340057373047,2.9260098934173584,366609
2006-12-26,2.9970600605010986,3.0035200119018555,2.938930034637451,2.9970600605010986,168132
2006-12-27,2.990600109100342,2.990600109100342,2.945389986038208,2.990600109100342,539851
2007-01-03,2.990600109100342,2.990600109100342,2.990600109100342,2.990600109100342,0
2007-01-04,2.990600109100342,2.990600109100342,2.990600109100342,2.990600109100342,0
2007-01-05,4.630000114440918,4.630000114440918,4.630000114440918,4.630000114440918,0
2007-01-08,2.938930034637451,2.938930034637451,2.906630039215088,2.938930034637451,63630
2007-01-09,3.022900104522705,3.0422799587249756,2.9260098934173584,3.022900104522705,263965
2007-01-10,3.1327099800109863,3.1649999618530273,3.022900104522705,3.1327099800109863,464764
2007-01-11,3.2037599086761475,3.2037599086761475,3.145620107650757,3.2037599086761475,513841
2007-01-16,3.7011098861694336,3.7011098861694336,3.6623599529266357,3.7011098861694336,1028147
2007-01-17,3.7463300228118896,3.7463300228118896,3.7011098861694336,3.7463300228118896,528394
2007-01-18,3.810920000076294,3.810920000076294,3.7463300228118896,3.810920000076294,882773
2007-01-22,3.849679946899414,3.849679946899414,3.817379951477051,3.849679946899414,380697
2007-01-23,3.810920000076294,3.8561298847198486,3.804460048675537,3.810920000076294,127570
2007-01-24,3.7140300273895264,3.8367600440979004,3.6688199043273926,3.7140300273895264,1376179
2007-01-25,3.6817400455474854,3.7140300273895264,3.5525500774383545,3.6817400455474854,490928
2007-01-29,3.617150068283081,3.617150068283081,3.5525500774383545,3.617150068283081,94284
2007-01-30,3.6300599575042725,3.6365199089050293,3.617150068283081,3.6300599575042725,87781
2007-01-31,3.6365199089050293,3.6365199089050293,3.5848500728607178,3.6365199089050293,79731
2007-02-01,3.617150068283081,3.6752800941467285,3.610690116882324,3.617150068283081,144445
2007-02-05,3.37814998626709,3.423369884490967,3.37814998626709,3.37814998626709,160082
2007-02-06,3.5460898876190186,3.5460898876190186,3.2748100757598877,3.5460898876190186,179124
2007-02-07,3.6236000061035156,3.6752800941467285,3.578389883041382,3.6236000061035156,179124
2007-02-08,3.6623599529266357,3.6817400455474854,3.617150068283081,3.6623599529266357,157295
2007-02-12,3.8238399028778076,3.8755099773406982,3.7463300228118896,3.8238399028778076,356391
2007-02-13,3.7915399074554443,3.817379951477051,3.7527899742126465,3.7915399074554443,89639
2007-02-14,3.778630018234253,3.7850799560546875,3.7592499256134033,3.778630018234253,119055
2007-02-15,3.7463300228118896,3.7527899742126465,3.688199996948242,3.7463300228118896,126176
2007-02-20,3.6817400455474854,3.6817400455474854,3.6236000061035156,3.6817400455474854,102334
2007-02-21,3.8625900745391846,3.8625900745391846,3.8625900745391846,3.8625900745391846,944391
2007-02-22,3.9400999546051025,3.972399950027466,3.8755099773406982,3.9400999546051025,406397
2007-02-26,4.004700183868408,4.004700183868408,3.9142699241638184,4.004700183868408,260559
2007-02-27,4.004700183868408,4.011159896850586,3.972399950027466,4.004700183868408,224950
2007-02-28,4.036990165710449,4.0692901611328125,3.9982399940490723,4.036990165710449,83137
2007-03-01,4.0692901611328125,4.0692901611328125,4.004700183868408,4.0692901611328125,117352
2007-03-05,4.024069786071777,4.0692901611328125,3.9400999546051025,4.024069786071777,109920
2007-03-06,3.972399950027466,4.0176100730896,3.959480047225952,3.972399950027466,31118
2007-03-07,3.8625900745391846,3.959480047225952,3.8625900745391846,3.8625900745391846,183304
2007-03-08,3.7850799560546875,3.8755099773406982,3.778630018234253,3.7850799560546875,193213
2007-03-12,3.6752800941467285,3.7075700759887695,3.6623599529266357,3.6623599529266357,78492
2007-03-13,3.649440050125122,3.6946499347686768,3.649440050125122,3.6817400455474854,102954
2007-03-14,3.6946499347686768,3.7075700759887695,3.6817400455474854,3.6817400455474854,82518
2007-03-15,3.733409881591797,3.7463300228118896,3.7140300273895264,3.7140300273895264,167358
2007-03-16,5.78000020980835,5.78000020980835,5.78000020980835,5.78000020980835,0
2007-03-19,3.6817400455474854,3.7140300273895264,3.6817400455474854,3.6817400455474854,89639
2007-03-20,3.6817400455474854,3.7140300273895264,3.6688199043273926,3.6817400455474854,204514
2007-03-21,3.688199996948242,3.7140300273895264,3.649440050125122,3.6817400455474854,68894
2007-03-22,3.778630018234253,3.778630018234253,3.688199996948242,3.6946499347686768,88401
2007-03-26,3.8367600440979004,3.8755099773406982,3.8238399028778076,3.8690500259399414,66726
